#https://www2.census.gov/topics/genealogy/1990surnames/
#First	Count	Sex
Byron	52	Male
Julian	52	Male
Madeline	52	Female
Amelia	52	Female
Alberta	52	Female
Alberto	53	Male
Dave	53	Male
Ivan	53	Male
Inez	53	Female
Lynda	53	Female
Casey	54	Male
Alfredo	54	Male
Eunice	54	Female
Angie	54	Female
Ken	55	Male
Bob	55	Male
Jaime	55	Male
Molly	55	Female
Cecilia	55	Female
Kristi	55	Female
Brandi	55	Female
Blanche	55	Female
Sandy	55	Female
Rosie	55	Female
Joanna	55	Female
Iris	55	Female
Jordan	56	Male
Ian	56	Male
Wallace	56	Male
Marguerite	56	Female
Hattie	56	Female
Harriet	56	Female
Everett	57	Male
Ada	57	Female
Natasha	57	Female
Sabrina	57	Female
Isabel	57	Female
Dwight	58	Male
Armando	58	Male
Felix	58	Male
Jimmie	58	Male
Cora	58	Female
Faye	58	Female
Max	59	Male
Dwayne	59	Male
Geneva	59	Female
Guadalupe	59	Female
Belinda	59	Female
Margarita	59	Female
Sheryl	59	Female
Guy	60	Male
Clayton	60	Male
Hugh	60	Male
Lindsey	60	Female
Lindsay	60	Female
Allan	61	Male
Nelson	61	Male
Erika	61	Female
Katrina	61	Female
Claire	61	Female
Kurt	62	Male
Shelly	62	Female
Daisy	62	Female
Ramona	62	Female
Sherri	62	Female
Lance	63	Male
Cody	63	Male
Julio	63	Male
Kelly	63	Male
Misty	63	Female
Mae	63	Female
Ted	64	Male
Mathew	64	Male
Tyrone	64	Male
Darren	64	Male
Lonnie	64	Male
Toni	64	Female
Jessie	65	Male
Christian	65	Male
Javier	65	Male
Fernando	65	Male
Clinton	65	Male
Bobbie	65	Female
Violet	65	Female
Kristina	65	Female
Jamie	66	Male
Neil	66	Male
Miriam	66	Female
Velma	66	Female
Becky	66	Female
Darryl	67	Male
Cory	68	Male
Claude	68	Male
Erik	68	Male
Jenny	68	Female
Felicia	68	Female
Sonia	68	Female
Adrian	69	Male
Karl	69	Male
Billie	69	Female
Dianne	69	Female
Tracey	69	Female
Leona	69	Female
Brandy	70	Female
Olga	70	Female
Jared	71	Male
Penny	71	Female
Kay	71	Female
Priscilla	71	Female
Naomi	71	Female
Carole	71	Female
Ron	72	Male
Mitchell	72	Male
Roland	72	Male
Arnold	72	Male
Harvey	72	Male
Margie	72	Female
Nina	72	Female
Cassandra	72	Female
Leah	72	Female
Brad	73	Male
Gabriel	73	Male
Jennie	73	Female
Nora	73	Female
Elmer	74	Male
Gwendolyn	74	Female
Hilda	75	Female
Andre	76	Male
Deanna	76	Female
Patsy	76	Female
Duane	77	Male
Franklin	77	Male
Lena	77	Female
Christy	77	Female
Ben	78	Male
Chester	78	Male
Cecil	78	Male
Mabel	78	Female
Marsha	78	Female
Myrtle	78	Female
Raul	79	Male
Maxine	79	Female
Irma	79	Female
Edgar	80	Male
Milton	80	Male
Terry	80	Female
Nathaniel	81	Male
Rafael	81	Male
Leslie	81	Male
Mattie	81	Female
Ruben	82	Male
Brett	82	Male
Angel	82	Male
Vickie	82	Female
Jo	83	Female
Reginald	84	Male
Dora	84	Female
Stella	85	Female
Caroline	85	Female
Lydia	86	Female
Viola	86	Female
Courtney	86	Female
Marian	86	Female
Gene	87	Male
Marc	87	Male
Marlene	88	Female
Heidi	88	Female
Glenda	88	Female
Tyler	89	Male
Gilbert	89	Male
Tanya	89	Female
Nellie	89	Female
Minnie	89	Female
Brent	90	Male
Ramon	90	Male
Charlie	90	Male
Lillie	90	Female
Claudia	90	Female
Jackie	90	Female
Marcia	90	Female
Rick	91	Male
Lester	91	Male
Joy	91	Female
Georgia	91	Female
Constance	91	Female
Sam	92	Male
Maureen	92	Female
Colleen	92	Female
Allison	92	Female
Tamara	92	Female
Shane	93	Male
Ricardo	93	Male
Glen	94	Male
Hector	94	Male
Melinda	94	Female
Pearl	94	Female
Arlene	94	Female
Clyde	95	Male
Delores	95	Female
Bessie	96	Female
Herman	97	Male
Maurice	97	Male
Vernon	97	Male
Roberto	97	Male
Willie	97	Female
Charlene	97	Female
Corey	98	Male
Jessie	98	Female
Natalie	98	Female
Agnes	98	Female
Vera	98	Female
Lewis	99	Male
Zachary	99	Male
Wilma	99	Female
Gina	99	Female
Kristin	99	Female
Dan	101	Male
Ella	101	Female
Stacey	101	Female
Tonya	102	Female
Dustin	103	Male
Pedro	103	Male
Derrick	103	Male
Gertrude	103	Female
Lucy	103	Female
Tim	104	Male
Wesley	104	Male
Gordon	104	Male
Dean	104	Male
Greg	104	Male
Jorge	104	Male
Alvin	105	Male
Eileen	105	Female
Terri	105	Female
Leo	106	Male
Floyd	107	Male
Carla	107	Female
Tara	107	Female
Rosemary	107	Female
Darrell	108	Male
Jerome	108	Male
Jeanne	109	Female
Vicki	109	Female
Warren	110	Male
Elsie	110	Female
Beth	110	Female
Kristen	111	Female
Vanessa	111	Female
Alma	111	Female
Sue	111	Female
Bill	112	Male
Lloyd	112	Male
Tommy	112	Male
Leon	112	Male
Derek	112	Male
Ronnie	113	Male
Katie	113	Female
Laurie	114	Female
Calvin	115	Male
Alex	115	Male
Jon	115	Male
Loretta	115	Female
Yolanda	115	Female
Jeanette	115	Female
Melanie	116	Female
Tom	117	Male
Roberta	117	Female
Holly	117	Female
Brittany	117	Female
Jay	118	Male
Jim	118	Male
Ida	118	Female
Vivian	118	Female
Ana	120	Female
Renee	120	Female
Stacy	121	Female
Miguel	122	Male
Oscar	122	Male
Marion	122	Female
Dana	122	Female
Micheal	123	Male
Theodore	123	Male
Clifford	123	Male
Francisco	124	Male
Marcus	124	Male
Samantha	124	Female
Mario	125	Male
Leroy	125	Male
Annette	125	Female
June	125	Female
Yvonne	126	Female
Bernard	127	Male
Audrey	127	Female
Bernice	128	Female
Dolores	129	Female
Erica	130	Female
Beatrice	130	Female
Alexander	132	Male
Regina	133	Female
Barry	134	Male
Lorraine	135	Female
Lynn	135	Female
Sally	135	Female
Joann	136	Female
Lauren	137	Female
Cathy	137	Female
Troy	138	Male
Randall	138	Male
Ricky	141	Male
Erin	141	Female
Geraldine	141	Female
Darlene	142	Female
Veronica	142	Female
Jill	142	Female
Bertha	143	Female
Eddie	144	Male
Don	145	Male
Suzanne	145	Female
Michele	145	Female
Gail	145	Female
Alicia	146	Female
Megan	147	Female
Edwin	148	Male
Valerie	149	Female
Danielle	149	Female
Joanne	150	Female
Eleanor	150	Female
Joel	152	Male
Ray	153	Male
Clara	153	Female
Lucille	153	Female
Jamie	153	Female
Frederick	154	Male
April	154	Female
Leslie	154	Female
Jesus	155	Male
Herbert	155	Male
Debbie	157	Female
Bradley	159	Male
Eva	159	Female
Kyle	160	Male
Francis	160	Male
Amber	160	Female
Hazel	161	Female
Lee	162	Male
Melvin	162	Male
Alfred	162	Male
Anita	162	Female
Rhonda	162	Female
Juanita	164	Female
Chad	165	Male
Jacob	165	Male
Pauline	165	Female
Emma	165	Female
Jeffery	166	Male
Travis	166	Male
Jeff	166	Male
Monica	166	Female
Esther	166	Female
Glenn	167	Male
Vincent	168	Male
Charlotte	169	Female
Marvin	171	Male
Carrie	171	Female
Ellen	173	Female
Elaine	173	Female
Marjorie	173	Female
Allen	174	Male
Ethel	174	Female
Thelma	175	Female
Shannon	175	Female
Sheila	175	Female
Norman	177	Male
Sylvia	177	Female
Josephine	177	Female
Kim	178	Female
Sherry	178	Female
Edith	179	Female
Rodney	180	Male
Curtis	180	Male
Victoria	180	Female
Manuel	181	Male
Dale	184	Male
Nathan	185	Male
Wendy	185	Female
Stanley	186	Male
Leonard	186	Male
Luis	189	Male
Mike	189	Male
Grace	189	Female
Antonio	190	Male
Danny	190	Male
Bryan	190	Male
Tony	190	Male
Jimmy	191	Male
Cindy	192	Female
Earl	193	Male
Rosa	194	Female
Johnny	195	Male
Tiffany	195	Female
Carmen	195	Female
Clarence	197	Male
Sean	197	Male
Philip	197	Male
Chris	197	Male
Tracy	197	Female
Edna	197	Female
Shawn	200	Male
Connie	200	Female
Florence	200	Female
Dawn	202	Female
Alan	204	Male
Rita	204	Female
Gladys	205	Female
Craig	206	Male
Crystal	207	Female
Emily	208	Female
Robin	208	Female
Peggy	208	Female
Jesse	209	Male
Lillian	211	Female
Phillip	213	Male
Todd	213	Male
Ernest	215	Male
Martin	216	Male
Diana	216	Female
Annie	216	Female
Paula	217	Female
Norma	218	Female
Phyllis	219	Female
Lois	220	Female
Tina	220	Female
Ruby	221	Female
Victor	222	Male
Bobby	223	Male
Bonnie	223	Female
Julia	223	Female
Russell	224	Male
Wanda	226	Female
Anne	228	Female
Jacqueline	228	Female
Carlos	229	Male
Louise	229	Female
Sara	229	Female
Howard	230	Male
Eugene	230	Male
Randy	232	Male
Kathryn	234	Female
Andrea	236	Female
Aaron	240	Male
Marilyn	241	Female
Jeremy	242	Male
Rachel	242	Female
Louis	243	Male
Steve	246	Male
Billy	248	Male
Lori	248	Female
Wayne	249	Male
Jane	250	Female
Harry	251	Male
Fred	251	Male
Irene	252	Female
Adam	259	Male
Tammy	259	Female
Brandon	260	Male
Bruce	263	Male
Denise	264	Female
Beverly	267	Female
Benjamin	270	Male
Theresa	271	Female
Kathy	272	Female
Roy	273	Male
Nicholas	275	Male
Christina	275	Female
Judy	276	Female
Nicole	281	Female
Ralph	282	Male
Lawrence	282	Male
Kelly	283	Female
Janice	285	Female
Rose	296	Female
Judith	297	Female
Willie	302	Male
Ashley	303	Female
Samuel	306	Male
Joan	306	Female
Keith	308	Male
Gerald	309	Male
Justin	311	Male
Terry	311	Male
Jonathan	313	Male
Mildred	313	Female
Katherine	313	Female
Albert	314	Male
Jack	315	Male
Jean	315	Female
Cheryl	315	Female
Juan	316	Male
Joe	321	Male
Roger	322	Male
Evelyn	322	Female
Ryan	328	Male
Arthur	335	Male
Doris	335	Female
Gloria	335	Female
Teresa	336	Female
Heather	337	Female
Carl	346	Male
Julie	348	Female
Alice	357	Female
Diane	359	Female
Ann	364	Female
Joyce	364	Female
Henry	365	Male
Douglas	367	Male
Frances	370	Female
Harold	371	Male
Catherine	373	Female
Marie	379	Female
Janet	379	Female
Peter	381	Male
Christine	382	Female
Carolyn	385	Female
Patrick	389	Male
Walter	399	Male
Stephanie	400	Female
Amanda	404	Female
Debra	408	Female
Martha	412	Female
Dennis	415	Male
Pamela	416	Female
Kathleen	424	Female
Rebecca	430	Female
Virginia	430	Female
Jerry	432	Male
Joshua	435	Male
Anna	440	Female
Gregory	441	Male
Amy	451	Female
Brenda	455	Female
Melissa	462	Female
Angela	468	Female
Cynthia	469	Female
Shirley	482	Female
Raymond	488	Male
Jessica	490	Female
Deborah	494	Female
Kimberly	504	Female
Sarah	508	Female
Laura	510	Female
Michelle	519	Female
Sharon	522	Female
Andrew	537	Male
Stephen	540	Male
Eric	544	Male
Scott	546	Male
Ruth	562	Female
Carol	565	Female
Frank	581	Male
Donna	583	Female
Jeffrey	591	Male
Larry	598	Male
Jose	613	Male
Sandra	629	Female
Timothy	640	Male
Gary	650	Male
Matthew	657	Male
Jason	660	Male
Helen	663	Female
Betty	666	Female
Karen	667	Female
Nancy	669	Female
Kevin	671	Male
Lisa	704	Female
Anthony	721	Male
Ronald	725	Male
Dorothy	727	Female
Brian	736	Male
Margaret	768	Female
Edward	779	Male
Steven	780	Male
Susan	794	Female
Kenneth	826	Male
Maria	828	Female
George	927	Male
Donald	931	Male
Jennifer	932	Female
Elizabeth	937	Female
Mark	938	Male
Paul	948	Male
Daniel	974	Male
Barbara	980	Female
Christopher	1035	Male
Linda	1035	Female
Patricia	1073	Female
Thomas	1380	Male
Joseph	1404	Male
Charles	1523	Male
Richard	1703	Male
David	2363	Male
William	2451	Male
Michael	2629	Male
Mary	2629	Female
Robert	3143	Male
John	3271	Male
James	3318	Male
